sentence,emotion
cũng chỉ là tạm thời . chỉ khi nào nguồn nước bẩn thôi đổ vào sông thì mới đảm bảo được .,4
per ru con để vợ đắp mặt nạ kìa ?? đúng là chồng người ta chưa bao giờ làm mình thất vọng ??,2
"thật thà vãi , mà tao chỉ thích ăn xoài chua .",4
per vẩy cật lực luôn =)),4
sao toàn gái ngành với bọn chủ tịch bình luận không vậy 🙂,1
đây còn hơn cả vua . giàu mà nghĩ lớn làm lớn .,4
bất ngờ thiệt :)))),6
"đang ỉa xem cười như điên , kkk",2
nghiệt ngã hơn là phi hành gia đéo tuyển mấy đứa lùn :((,5
con mụ mất dạy . già mà lăng loàn . thấy người ta yếu thế hơn mà khôg giúp dựng cái xe dậy rồi nói với nhau vài câu tử tế . lại còn tỏ nguy hiểm định ăn cức người ta ak,0
thiếu cái que chấm dầu là ổn 😂,2
bình thương tao hay cười lắm . nhưng khi tức tên ... tao lại khóc . quá yếu đuối,5
ăn ngon nhưng nóng không chịu được,3
vừa đây về đông kinh hồn càng về đêm càng đông,3
per tổ đội đánh rắm vào mà xem,4
bếp thiiêu chân mày,4
con người ta giỏi nhất là ảo tưởng vị trí của mình trong lòng người khác 🙃,1
"đúng là tuổi tác nó không chứng minh được gì cả , già rồi ăn nói không văn hoá cử chỉ hành động tục tĩu hết nói nỗi",1
ra vậy . nguy hiểm thật :(((,3
per hết tiền thật sự :(,5
nóng quá nên đổ lên cho mát thôi mà :)),2
cưng quá :))),2
lỗi của lái tàu nhé,4
ai cũng bận cả và không ai rảnh rỗi ngày ngày quan tâm bạn đâu ?,1
nuôi con chó mà để ve thế không thấy tởm nhỉ ?,1
tuổi trẻ tài cao vãi,2
vô duyên và hài hước nó có 1 làn ranh giới mỏng manh vãi,4
đứng xa ra thì dễ dàng rồi =)) cái ngu ở đây là không viết được nhưng vãn cố chấp thôi =)),1
xui thôi chứ quyền đang hay mà 😢,5
công an béo như lợn không đuổi nổi tội phạm 😂😂,2
nhưng tôi đéo có bạn trai thì phải làm sao ?,5
nhìn cái ngành gd việt nam bây giờ ai cũng mệt mỏi,5
"đó tao đi học tới 12 , mà dô lớp lì vẫn bị thầy cho nằm úp trên bàn trước lớp , kéo tà áo dài lên rồi đập cho mấy cây . giờ quánh thì không cho ( trừ mấy thầy cô yêuc quái cho mấy trăm cái bạt tai thì không tính ), phạt quỳ thì cũng lên báo . thua luôn .",1
cái gì mà rớt hột le tè vậy em gái 😁😁😁,2
per trước cái thời ở trọ nè anh,4
sợ vãi =))),3
lãng mạn vãi_chưởng =)))))) 0,2
per tao tán sấp mặt,0
việc làm và ý thức của những cổ động viên kém quá . mất hình ảnh bóng đá per còn mất 1 tỷ tiền phạt .,1
sao nhìn nó đấm đéo có lực gì hết nhỉ,4
mình bị say xe bạn à :(((,5
per haha cái t2 hợp với em nè ;)),2
vậy là thế giới mất đi không biết bao nhiêu món nướng rồi :(,5
nói thật :)) tao chỉ buồn cười khi chúng nó chia tay thôi :)),2
kết thúc phim bất ngờ quá,6
"mới xem 1 đoạn xíu này mà cũng khóc hết hơi , nhìn em bé mất bố mà quay ra nhìn lại con mình đỏ hỏn nằm bên cạnh , thấy thương quá 😭",5
xứng đáng cho cái ngu của thằng oto .. nghiền nát luôn oto càng tốt .. để cho cái lũ não ngắn nó hiểu được quy định của hành lang đường sắt là như nào .,1
ơ cưng < 3 < 3,2
nếu câu chuyện này được liệt kê vào danh sắc câu chuyện cảm động nhất trường thì câu chuyện của thư sẽ được liệt vào đâu đây 😂😂😂 per,4
"tại giống nhau quá , nhưng đừng như người ta nha , nghĩ đến tự tử các thứ chẳng có gì là hay cả",5
còn trẻ trâu lắm cả hai đứa,1
"mong là nước pháp sẽ tập trung xây dựng ổn định trong nước , và đừng đụng chạm tới nước khác nữa",4
ngắn gọn thôi : thế bây giờ mày muốn tao dỗ hay là tao giỗ :v,4
tao thích con bé nuốt chuối,2
ng ta nuôi vì niềm đam mê,2
trường mình chị lao công đóng cửa :((,4
thính đấy đừng dính . vì 1 ngày nào đấy mày sẽ nhận ra không chỉ mình mày mới được vậy,1
nước ngoài có đầy mà :)),2
bô ̣ phim khiến bọn sinh viên có lí do để lười học theo li ́ thuyết là đây 😆,2
hơn cả bộ phim kinh dị !,3
nằm ngó miệng kiểu đó ai dám ăn ??????,1
cả một bầu trời đáng yêu :))))),2
hic hic mình còn chả bao giờ được giận lại ấy chứ :((,5
còn người yêu tao : một hơi có một anh đẹp trai bay lơ lửng rồi ôm lấy em khi em tắm :(((,2
nó sẽ thì thầm tai mày “ dượng đây “ 🤣🤣,2
tập có lỗi với thằng quay phim mà tao xem ba lần tao vẫn cười đứt ruột,2
xem xong video tự thấy mình còn không bằng con chó ...,5
tóm lại là giá trị của anh đéo bằng 1 cái bánh :<,1
cay mắt,5
đánh cho lắm đéo thấm miếng nào khi main chỉ hất mông 1 phát bay mất tiêu :)),1
thằng kia cute đáng yêu mà cái con ý nó xấu z trời haha,1
dume đêm ròii =))) tao cười vãi tí hàng xóm qua đánh bỏ mẹ,3
sao cái gì em cũng biết vậy :))),6
per đúng là như thế,4
công nhận ngầu thật,2
tình yêu đâu phân biệt là gay hay không gay vì đó là sự lựa của con tim mà họ đã nhắm tới !.,4
dhs nhìn thằng đầu tiên trông ớn vãi :| chị em bg thích style lạ ghê ta :| bá khí ????,1
môi trường làm việc là yếu tố quyết định,4
nhớ lắm .. cay mắt lắm ....,5
ph :)) phê hơn cả cần nhé . nên mua cái này về dùng tốt cho chó và người :))),2
mất rồi có lấy lại được đâu :)) cái gì nó cũng chỉ là quá khứ,5
đéo mang não ... tay lại nhanh hơn não rồi ..,1
ước gì được giận lại 😐,5
nó bỏ mình đi rồi mỗi lần nghĩ tới nó ôi sao mà xót tim gan hơn mất người yêu,5
ngày cuối cùng thực sự buồn,5
nếu là tao thì tao sẽ không ăn được miếng nào,5
bọn rải đinh nó đéo biết xe đi nhanh mà bị xì lốp thì như thế nào ??? 😣😣😣 não lol,1
ngoài ra còn một số cái buồn nữa . không giải quyết kịp thời thì ??,5
nghe nói dạo này bạn dưỡng da để kiếm người yêu per,2
"em đi xe đạp , có gửi bao giờ đâu mà biết bác ơiii",4
"chuẩn đó , mà quên chưa có người yêu",2
"tập thể năm nay lại làm mình tiếc nuối từ thành viên đến gvcn :,((",5
đọc có chỗ vô lí vãi,4
có khi nào mình thích anh hàng xóm vì mình thích con mèo nhà anh không nhỉ :<,2
ờ tao tao thông minh thiệt đã dừng lại đúng lúc,2
nghe ảo ghê nhưng cũng có lý,4
"đéo kiếm ra tiền , nấu có 3 bữa cơm với đưa đón con đi học mà còn không xong , chắc để mẹ già làm hộ hay để chồng nó đi kiếm tiền về rồi nó hầu cho",1
đục khoét tuổi thơ vãi ;))),4
nhiều bạn cứ phán nọ kia nặng lời quá . chỉ là bạn ý có cách bóc phốt duyên dáng và hài hước thôi . chứ đâu có nặng nề như các bác nghĩ ..,1
bảo ba mẹ dẫn đi bác sĩ ngay đi,4
ui cưng quá,2
không biết s chứ ngày lúc 17t tao đi phục vụ phòng karaoke ... mình tao 2 phòng chạy qua chạy lại mệt quá vì xỉn ... kkk . thế là tao nghỉ trong ngày đầu vào phục vụ karaoke .🤣🤣🤣,2
tôi là ai đây là đâu :v tôi đã làm gì sai :3,6
nghiệp hơi nặng nha !. làm hết hồn,3
"mấy thằng ngáo để cho chết mẹ nó đi cho xã hội yên bình , quan tâm làm gì",0
mình còn chưa kịp đến :((,5
"per tìm tao con nhện này , con này lãng mạn coá",4
vừa mới xem hqua . kết thúc phim nhạt quá 😒😒,1
làm công nhân đã khổ rồi mà tụi nó còn nỡ lòng nào hại người ta nhắn tin,5
mất bà cái tuổi thơ -.-,5
ko những công khai . mà phải cho thi lại . để biết đúng thực lực,4
đã bảo bố mà mật vụ rồi ! hỏi lằm hỏi lốn,0
hú hồn hà,3
per bếp ga nha,4
rảnh rảnh ngồi cưa bàn với cưa cổ thèn ngồi gần mỗi khi nó ghẹo cũng vui ??,2
per tao thấy tao trong đó ahahahaha,2
ai biết bài nhạc đoạn này không ?,4
tao muốn con mèo thôi =)),2
vỡ tan là như thế ấy,5
đúng chất người đẹp mặc rẻ rách cũng đẹp,4
"per huhu đúng quá nè :< sư phụ đi rồi , còn per thôi , đừng đi đâu nữa nhaaa 😢",5
thương quá . géc nhất những người nuôi chó mà không chăm ... tội cho kiếp em nó gặp phải 1 người chủ như vầy . thân thương !,5
nhìn mà nổi hết da gà,3
hẳn lớp đó nhiều nữ lắm ha,4
ngày tao chia tay tao khóc quá trời luôn,5
đứa lồn nào vẽ cái ổ điện thế 😂,1
công tình yêu này nhân viên đông vậy luôn hả ?,6
ai giúp bé với hix,5
"200 năm xây dựng , tồn tại 800 năm , thật là tiếc cho nước pháp .",5
per là ai thế nhỉ cụ :)),4
đôi khi đi tù chỉ để thoả mãi thú vui,2
thô nhưg thật :)),2
nhìn lại giờ đéo biết vì sao ngày xưa mình đỗ đại học,4
đã tìm ra cụ tổ của những chiếc sừng,4
cảm thấy mình thất bại :((,5
hãm 1 rổ lồn . chúc mừng bạn đã chọn nhầm người để tâm thự,1
"chân ngắn như tao thêm combo mập nữa thì tao đéo nhaỷ đâu , tao thả mình trôi sông luôn cho lẹ 🙄",1
có người yêu coi bộ cũng vui 🙂,2
trong mv mà có tao đứng dưới mưa nữa thì buồn phải biết,5
đi viện thôi mà có cần phải đẹp vậy không,6
"thôi xong nhá , mấy đứa mà xác định làm răng cả đời thì ... tập xác định",4
"thằng chém gió lúc bà ấy đẩy ông ấy vào nhà thương điên ( tâm thần ) sao mày không mở mồm ra nói ....! giờ thì “ gió chiều nào theo chiều ấy ” cho thằng như này nằm ở công ty thì không khác chuột bọ , rắn rết",1
dume thằng ghép nhạc nhé ????????,1
per thay đổi đại từ nhân xưng .,4
"trưa nay nhà em ăn cơm , admin nói với mấy chú truyền hình đừng chiếu tin này lên nha",4
"cụ mua cái đoạn đường này chưa cụ , đg nếu không cấm đỗ xe thì người ta có quyền đỗ thôi , ghét nhất cái kiểu coi lòng đg như nhà mình rồi vừa đỗ cái xe vào là ra chửi . dcm",0
tao mà biết tụi bây là mấy con đĩ nào tao nhổ lông lồn tao lắc hai cái mép lồn chết mẹ tụi bây 🙂,0
ăn nhiều mau khoẻ .. tôm cá ấy mày giàu canxi,4
có ai xem đi xem lại như tao mà vẫn cười đéo nhặt được mồm không ạ :)),2
nhẹ nhàng bay lên và hạ cánh thất bại do lổi kỹ thuật,5
per cái đó là ngu chứ thik đéo gì,1
lại thêm một con ngáo bất hạnh,5
"tuổi thơ của tôi toàn gặp những thằng nhỏn mỏ lên chửi nhau , xách giày dí nhau chạy .",1
sao mày không nghĩ lại thêm 1 thừng bị noá xẻ thịt 🤪🤪🤪,4
chỉ biết xem và ngậm ngùi lướt qua,5
thật tình là rất xin lỗi anh ở trog video . hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh . thật ra hộp quà trong video là của con lol per với người yêu nó tặng nhau dịp sinh nhật . híccc,5
hihi lâu lắm rùi mới thấy nó,2
chắc gái xấu :p,4
"nếu chấp hành nghiêm chỉnh luật giao thông ai phạt mình được nhỉ . cũng giống như đi học không thuộc bài giáo viên cho 0 ₫ là phải rồi . tất cả là do ý thức con người , đừng đỗ lỗi cho ai . 😑😑",1
mình trả phòng là chăn ga gấp gọn gàng . đồ đạc hẳn hoi trả người ta . dù sao mình cũng như người ta bẩn dọn mãi không sạch ai chẳng điên,2
quan trọng phải là thần thái,4
giọng lại còn ấm nữa chứ ♥️,2
ích kỷ . cứ đường trước cửa là của nhà mình ah mà ra đuổi người ta,1
thằng kia lắm lông quá nha :)),1
per anh ơi mua đập 1 phát vào mặt tụi chê mình đi anh,0
gần nhà tao lại chẳng còn sót lại anh nào huhu,5
khi tắt đi mới thấy ngạt thở .,3
ra sông mò đồng xu cùng ông anh hàng xóm được khoản kếch xù :))),2
tưởng khoe người yêu,1
quán tao vỡ sụp xuống hơn mưa,4
bộ phim đầu tiên làm tao khóc thành tiếng,5
"hồi xưa vào trông nhà cho ông bà , thuê đĩa võ thuật này xem cho mạnh mé đỡ sợ mà thuê ngay đĩa này . ám ảnh quả nhạc tao tao téo vãi",3
ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,5
heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn phí rồi thì thêm 1 lượt gắp,0
quả cr7 mà kill đéo gì nhỉ,1
cay cái ông chụp ảnh chụp góc nào cho ông ý bớt khổ đi được không,1
nhà nào nuôi nó mà ác thế,0
mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời,5
con này tuổi gì với con nhái với con thằn lằn :))) per,1
wtf nắng rồi mà @@,6
cái tội sờ mông người ta ??,1
nhưng nó sẽ to và rộng ra :(,5
tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi,1
ny tao đbh dỗi . chọc kiểu gì cũng không dỗi . đáng yêu vãi 😂,2
không phải thích của cải mà là thích ý chí của họ . đàn ông có chí tiến thủ bao giờ cũng quyến rũ,2
ước mơ là không cần học cũng giỏi,4
""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢",5
"quê tao mà , tao nhìn 1 cái là biết ngay",4
từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi,3
per ai củng đi mà đem về như tao thì không cần phải có công nhân vệ sinh rồi,4
gớm quá . nhớ lại lúc còn đạp xe đi học cán qua mấy lũ nay kêu bốp bốp rợn hêt cả da gà da vịt 🤢🤢🤢🤢,1
cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp nhận đau chân vậy,5
"mong là bố mẹ mình không đọc được tin này , sợ vãi",3
sợ vãi,3
đi cho vui chứ chả mua sắm gì :)))) người every where,2
"thà biết rồi đau 1 lần cho tởn rồi thôi , chứ đừng để nỗi đau cứ day dẳn giằng xé mãi cả đời ☻",5
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại,0
"t nghe nói : đi tập gym sẽ có người yêu ...! awwww . điều đó không sai , điều đó là có thật 😂😂😂",2
"per 2 con hay cap màn hình nhất thế giới , nói chuyện với nhau toàn cười ỉ 🙄🙄🙄",2
thực tế thì con gái sẽ gục ngã trước một người đàn ô hài hước hơn là điển trai,4
gáy sớm để làm gì cơ chứ haizz,5
vậy bỏ tiền mua cái máy tính đó để chi ta ???,6
đẻ sao mà cu con đẹp quá vậy trời 😍,2
có bao giờ con sóng không xô vào bờ đâu em ....,4
húp trọn sàn nhà 😁😁😁,2
nguy hiểm lắm,3
nhanh ghê mới đó đã 9 năm rồi 😢,5
thế mà cô yến bị phạt có 5 triệu :v,1
đó là động lực chứ không phải để đem ra so sánh ..,4
"hòi nhỏ nhà ngoại bị rượt muốn chết , sợ tới giờ 😭😭",3
à thì ra là như v =)))),2
"muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ??????",2
con mèo đúng là cái đồ đáng ghét,1
giờ tao mới nhớ tao đã từng :)),2
per chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi,5
tao mà nhậu xong đi cái đường này xác định,4
cũng tên quỳnh nhưng 2 số phận thật khác nhau 😢( chỉ mong được 1 góc nhỏ xiu xíu của b ),5
quan trọng là họ quảng cáo nói có đúng không . hay là được ít năm hỏng thì mệt,4
cũng may tao là một con đàn ông :)),2
các anh chị hãy nói với em đó chỉ là diễn xuất mà thôi . và tình yêu như vậy chỉ có trong tiểu thuyết mà thôi .,2
đó là đối với mấy đứa hay ảo tưởng mới nghĩ vậy thôi,1
"khi theo đuổi sự ưu tú , sự thành công sẽ theo đuổi bạn",4
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à,6
cái gì cũng có 2 mặt của nó . làm việc phải nghe bằng 2 tai,4
vại mà có nhiều người quan niệm quá sai lầm về việc có bạn là con trai .,4
làm sao bằng chạy xe ôm với bán chổi được ..... nên đừng nói chuyện đến lương .,4
"như đi hiến máu chẳng hạn :3 , suýt thì được gặp :(",5
per lại nhặng lên à . cảm thấy trong sạch thì cần gì nhặng lên thế,1
vui chơi không an toàn gì cả,1
rất ghét phim ấn nhưng phải nói phim này hay 👍,2
haiz nuôi được nuôi không thì thôi chứ nuôi mà để v coi được haizz,5
nó quan tâm mày vì nó muốn mua chuộc mày để tán con bạn thân của mày,1
per eo ôi làm nhớ hồi nhỏ đi học mẫu giáo quá :))),5
per :v tại nhiều nơi đổ về nên đông lại càng đông . biết lối tắt thì còn đỡ chứ không thì mệt lắm,4
per sợ ghê bây .,3
đây chính là lý do tao giảm cân toàn thất bại,5
tao đi quài vẫn chưa gặp nhỉ 🙃,4
rốt cuộc thằng bé này ở đâu xuất hiện mà có ảnh chế nhiều vậy,1
đáng yêu quá mức,2
cô ngu như lợn 😒😒😒,1
rốt cục mạnh quá nên nghĩ võ cũng chỉ tăng thêm độ ngầu thôi :))) chủ yếu đối với sai chỉ là một pha sử lý cồng kền :)),1
chỉ 1 vãi nhỏ th mà niềm vui quá lớn < 3 ^^,2
cũng may là hết thời đi học rồi .. không lại từ “ con nhà người ta ” nó lại được nhắc liên tục trog bữa ăn hàng ngày 😅,2
"chứ sao nữa , làm gì có chuyện người ta đỗ đúng mà lại gây tắc đường . chỉ có những người mắt hay bị ngứa cho rằng sẽ gây tắc đường thôi ạ",1
còn các bạn đặt bánh của mình toàn gửi cho người yêu . chắc câu chuyện này còn buồn hơn :((,5
tin vui cho bà con nông dân chuân bi vào ngày gặt lúa sắp tới,2
em hết ngáo rồi nha =))),2
"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải quyết sau khi ăn cơm xong ,",5
khuôn mặt đáng thương,5
"cái loại lười lao động , vì những người hay lao động tay chân thì họ không bao giờ nuôi được móng tay cả ...",1
per mày có bao giờ đi à :> tao cũng đéo,4
chụp rồi có mua giúp ông không ?,4
cái gì nó cũng phải thực tế,4
đang trong lớp mà ứa nước mắt,5
"lái tàu quá kém không dừng khẩn cấp . để va chạm thế mà vẫn cố tình chạy , khổ thân chiếc xe ôtô",1
kha ́ thông minh :)))),2
nó mà có con khác rồi giận lại nó cho cút luôn lại bảo sao ngu :)),1
a cứ đưa hết lương đây cho em :))) em sẽ cho anh tiền rửa bát,2
"ám ảnh vãi :)) hồi bé tao với chị tao trên đường đi học về thấy có mấy con ngỗng , thấy hay ra nhìn thử dume xong nó dí tao với chị tao về gần nhà :)))",3
cắt tóc đi còn đen hơn,4
chụy hiền quá mòa ... sao chọc chị điên vậy ... đụ má tụi bây ..,0
"mẹ chưa hnao đi làm về sợ vãi như hôm nay 😑 chớp cứ nhằng nhằng 2 bên đường với trước mặt , kinh vãi",1
"thân hình của con người , nhưng đầu óc là con cặc , nên đéo biết nói gì thành phần này",1
"nghe được đó , ảnh hưởng tới môi trường là phải cấm",4
không lau sạch về bà chủ mắng thì sao . nhiều người họ kinh lắm . trước mẹ minh đi làm cho nhà 5 tầng . họ chỉ ở 3 tầng còn 2 tầng bỏ không . mà ngày nào cũng phải lau hết,5
cô ấy bảo : đời như lol 🙂,1
cảm ơn mày đã khai phá cho tao thêm một nét văn hoá đẹp :)),2
best gái ngành hôm nay đắt hàng,2
đã gặp được em đúng lúc . nhưng lại không phải thời điểm em muốn ....,5
thằng khốn nạn,0
cám ơn mấy chế nhiều nhiều nhé 😗,2
ăn ở như nào mà tới bị con ngáo nó lùa ? =))))),1
"chúng nó xạo lol vậy thôi chứ lên đại học chúng nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết 😕",1
per nhớ quá trời nhớ luôn nè,4
per hãy cứ vững tâm tập điều độ rồi sẽ có thôi,2
nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta,1
hỏng cả một thế hệ 😔,1
1 nỗ lực lớn thay đổi valentine ... sang năm tao mắc võng .,4
thôi chết haha ...,2
per tìm ông bán xoài này ngay cho em 😂😂😂,2
cưng quá,2
em nó phượt theo gái cả đêm,4
đéo liên quan nhưng đéo mày bữa nay tao đéo đi ỉa vì con củ lol này :),0
nhìn ghiền 😘,2
đi đường ghét nhất bọn loi choi kiểu này . gặp ngay bác vô lăng cứng tỳ cho phát thế là nhớ đời thằng loi choi .,1
"tuổi thơ tao gặp toàn trai bánh bều , mít ướt . toàn là tao galang , dỗ dành . ôi cái cuộc đời này per",5
mấy thanh niên đi xong về có yêu nhau không nhỉ ?,4
nhớ lần nấu cơm thần thánh này không ? per chỉ là mải nghịch nước thôi mà …,2
mình sống không đủ tốt hay sao mà vẫn chưa gặp được anh người yêu tốt như này,5
đúng là càng ngày càng chán . cứ theo luật mà làm thì chán cực kỳ luôn,5
"5 năm thì có vẻ hơi sớm 🤣, tao chỉ ước sau này có người thích được phiêu du như gia đình người ta thôi 😌",4
liệu có bền lâu,4
tại vì anh trót nói lời thương em mà em không đáp lại,5
thì đúng là sẽ không buồn vì thất tình nữa :((,5
per ở quê ve sầu kêu chưa chúng mày,4
một sinh vật xinh đẹp và hiền lành . tiếc cho nó quá,5
đi học về thấy bán hoa đây đường mà cảm thấy tội cho bọn có gấu ... lại tốn tiền,5
súc vật dume,0
per thử cảm giác mạnh,4
chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .,0
cụ bà đẹp lão quá cậu,2
per có quẹo vào không em,4
sao nó tìm được nhỉ 🤔,6
"đúng mất vài giay để nói lời yêu thương , nhưng phải mất cả đời mới chứng minh được , cháu rất ngưỡng mộ ông bà !",2
nó mà nhập viện thì xong đời tao . n 😂😂,2
xem qua là biết diễn sâu rồi . bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe,1
cái cây gia công sản xuất kém chất lượng quá :)),1
per chỉ một lần thôi 😂,4
nhanh lẹ hiệu quả cao 😂😂,2
đây là cảnh dọn dẹp trong bar hay trong hotel vậy ?,4
per huhu nhất là mấy bài không cho chất thử á :(,5
"trai xinh gái đẹp thời đó , nhìn cái xe là biết giáo dục có điều kiện rồi",4
"mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia , là khát vọng về cà phê vn nữa ...",5
"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",0
đến gần đoạn cuối tao tắt âm xong vào xem bình luận rồi mới tua xem lại để minvolum . iq + vô cực chuẩn mẹ rồi,2
thanh niên này cục súc vãi,1
thấy gớm,1
dume cứ chê đi đến lúc bố dậy thì lại mất công trầm trồ !!!,1
ăn cút mẹ mày ra chỗ khác ăn nhé .,0
sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à,2
nhìn hình chế là tao vui lắm :)),2
cái mặt thấy ghét,1
per bao giờ mày mới được nv nhỉ,4
em xin lỗi anh,5
"con này còn hại hơn cả ốc bươu vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông dân thiệt thôi",3
thú vui đặc biệt vãi :v .,2
tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<,3
t ghét cả họ nhà nó 🙂,1
huhu nó bị điên à ?,4
phải công nhận nước ngoài cái gì cũng to :),4
sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢,5
một lũ óc không bằng chó .,1
5 năm nữa tao phải đẻ được 3 đứa 😂😂😂,2
per lật kèo luôn à ??,6
thanh niên quá cứng,4
lùn lùn làm sao sống qua nổi những chuyến đi phiêu lưu như vậy,5
chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y :((((,5
có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak,5
phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .,0
mùa hè không nóng đây rồi,2
lũ này chặt tay bọn nó cho khỏi trộm cắp 😠,0
bắt trước chuyện tềnh trong thang máy cơ mà cái này kết có hậu :),4
vl ! người ngoài hành tinh biết nói tiếng anh ! bọn mày lú hết rồi à ? cái quần què gì cũng tin được !,1
má nó thú dị thôi rồi 😂😂😂,2
crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn,5
mấy đứa bị bón thích cái này,4
thằng lol nào trong miệng thế,0
per đau hơn chia tay người yêu nữa,5
tôi đã đúng khi đọc bình luận thay vì đọc bài :),2
hóng kỉ lục để lông mũi dài tới bụng :)),4
đánh rơi liêm sỉ trong 1 nốt nhạc,1
chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=)))))),1
nước ngoài cái gì cũng to kể cả sinh vật,6
ôi tao đã tìm được người cùng hành tinh ?,6
câu nói quá chuẩn và ý nghĩa 👍,2
cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn,2
"từ cái thời mới bắt về bé tí . suốt ngày bị lũ gà mái bắt nạt run rẩy trong góc . mình thấy tội nghiệp nên săn sóc từng tí 1 , lại bảo kê cho nó khỏi lũ gà . thế mà dume lúc lớn lúc đéo nào cũng kêu như giết heo , đuổi đánh lũ gà chạy tán loạn , đè chết cả mấy con gà . đã thế thì thôi lúc vào cho nó ăn nó dí cho thì thôi rồi . vừa dí vừa mổ , hồi đấy nuôi ngỗng mơ cũg thấy ác mộng bị nó đuổi mổ . tóm lại vừa vô ơn vừa đéo dễ thương tí nào cả",1
lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .,5
cỡ nào anh cũng có thể chịu đựng được vì anh yêu em,2
người ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi :))) pha xử lý rất cao tayyy,2
"những việc này , mang lên đây chả giải quyết được gì cả .",5
đến ngày sinh nhật mà còn không nhớ thì còn nói gì nũa,5
1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :)),2
của thằng kia mà,4
"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :(",5
bảo thẳng luôn dân việt nam nghèo còn bày đặt . không biết quý đồ ăn là gì . nói thì lại tự ái quay ra đôi co .,1
douma đứng trong nhà cũng không yên cái thân,0
hổng gặp cái buồn luôn ><,5
thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .,5
tao nhớ không nhầm hôm nay nó đến tháng vậy là sẽ không bị đâu nhỉ,2
năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi 👍,4
"per em ơi , tính ra nhớ đợt mình đi dạo trên cầu per mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này",1
nhìn hói mà thấy thương gê ??,5
ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ 😂😂😂,4
per nhất định chị em mê tín mình p đi xem phim này rồi,2
đoạn phim này tốn khá nhiều nước mắt của người xem,5
t tưởng móc được mớ vụn ra là hết rồi . ai ngờ còn 2 cục đựu má chà bá,6
liệu nó có bay nổi hay không ?.,4
mẹ mày đã đánh mày tan xác chưa . phải tao thì mẹ tao cho nhừ tử luôn rồi ??,0
t mong nó té quá chời :v,2
dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong,1
thành phố không nói chứ chỉ 9x trở về mới biết nấu thoii,4
