sentence,emotion
biết giả vẫn phải tạo,1
chúng tôi xin lỗi và rút kinh nghiệm,4
chỉ là muốn cạnh mà chỉ có 2 người . nói đủ chuyện trên đời dưới biển rồi đi vào giấc ngủ ngon . vậy thoii,2
bộ phim anime đầu tiên mình xem thấy bác hói được buff sức mạnh kinh vkl =))),6
ấy thế mà đã 6 năm rồi . bây giờ còn không nhớ được những đứa nào đã học cùng mình nữa rồi 😪,5
chả bù cho tao thời hoc mẫu giáo thằng nào lộn xộn không vào mắt là tao cho ăn đấm luôn,1
tao là thằng chưa bao giờ giận người yêu vì người yêu tao không bao giờ làm gì có lỗi hết,2
thôi có gì đâu mà cãi,4
phí cái lol mày á,0
như ốc bươu vàng thì là thảm họa rồi,1
cha mẹ là món quà vô giá mà ơn trên ban cho chúng ta . không gì có thể so sánh thay thế được . và cũng chỉ có một mà thôi ...,2
loài người thật đáng sợ,1
hicc thương em,5
khá tàn nhẫn,1
êu khiếp chứ thế này chết cả gái lẫn zai thôi,4
làm đéo gì có ai nói chuyện thân thiết với tao đâu mà,5
nhện này trong nhà tao chắc tao bỏ nhà đi mất 😱🤯,3
"chuyện ăn ốc đổ võ cũng đưa vô văn học =.=""",1
nó cắn bạo hơn chứ ở đó xạo xạo,1
chắc hẳn trước kia em bị đối xử tồi tệ lắm nên mới vậy :(,5
tiếng guitar thật tuyệt,2
có mấy con đi quán biết là bọn mày bỏ tiền ra thật đó nhưng làm người thì có văn hóa với ạ ... đcm xả rác đổ tùm lum rồi xé giấy ... nói chung là bọn nó đi cái chỗ đó như kiểu ở ngành luôn ấy ... tưởng bỏ tiền ra là làm cha làm mẹ người ta z đó .... mặt đẹp mà tính ở dơ,1
đm thằng nào đổi gậy như ý của tao rồi,0
trách ai bây giờ đây huhu,5
chuẩn không cần chỉnh,2
cực phẩm luôn kìa,2
per trailer không có tiếng thôi mà đã thấy ghê rồi đó !,3
nguy hiểm đến với bao nhiêu bất cứ lúc nào,3
cái ngành tài chính của mình có chỗ dụng võ tốt rồi đây :)))),2
"mình đang thất tình đéo hiểu sao đi cafe còn toàn tận cùng nỗi nhớ , chạm đáy nỗi đau , đừng như thói quen ... dume :)",5
chợt nhận ra mình yếu đuối như một đứa con gái vậy 😢,5
sao nó mới vậy,6
"youtuber nhà người ta đấy , làm cho mọi người cười sảng khoái . còn vn thì toàn món ăn không lồ , rồi mấy cái khác người",1
điểm thì có hết rồi cần gì quan tâm đề thi nữa,4
"hết thuốc à mấy thằng quằn què , gặp tao thiến cmnl",0
"chăn lắm lông , bắp tay thì to ôi tuổi thơ của taoooo :33333",1
không nên tin bất cứ 1 người nào cả,4
ngửi mùi hoa sữa xong chia tay :),4
ngồi nhiều quá nhìn họ đau mắt,5
đéo nổi . ngày lol nào đi làm về đã mệt rồi . gặp bà nội ở nhà giận với chả hờn còn hơn khách hàng nữa . đụ mẹ mệt mỏi vcllll,0
thấy cờ rút trên tờ polime là tim rụng rời liền,2
hôm qua tao cũng xem chục lần :))) bài đếch gì hay vãi :)))))),2
những trường như thế cho giải tán . cấm tuyển dụng luôn .,0
per xem cái này đi tao coi phần 1 rồi này phần 2 tiếp nè,4
đội cái mũ vào chết đéo ai . không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc đời nửa ngáo,1
"thớt này chụp kém vãi , 1 khung cảnh mà chụp tận 3 bức , 3 in 1",1
điều hối tiếc nhất cấp 3 là chưa kí lên áo của nhau 😢,5
buồn thật ấy,5
lũ người nhu nhược :),1
thông minh 😂,2
"kệ mẹ tao , tao thích nuôi chó thôi okeeee nó đéo bao giờ kêu tao bướng",0
bên trung về mảng tuyên truyền đỉnh ghê luôn á,6
e thắc mắc là cố gắng 1 năm mà rủi ro khách hàng hay bên nhà sx dây không cảm động là ăn cám ạ 😌,5
có gì đó sai sai ??,6
em nghĩ chị em mình cần tìm hiểu quen biết nhau ạ ^^,4
dume đọc bình luận bực giùm chủ thớt :))),0
gắp đúng lúc nhưng hình như đúng lúc người ta không muốn y ai ???? đó là 1 câu chuyện buồn,5
t thề với mày là tối thấy cái này chắc đái con mẹ nó ra quần,3
đợi em đủ tuổi anh chờ được không ?,4
đừng cứ đổ thừa cho ngành đường sất khi có quá nhiều anh não bé .,1
chúng ta nên làm như vậy từ lâu mới phải,2
đéo hiểu sao có đứa nghĩ là cứ chơi với nhiều trai là bị sờ soạn kiến thức hạn hẹp vãi cậu ạ,0
per muốn coi cái khúc vẩy xong rồi dừng lại làm sao ấy . kkkkk,2
mua con lợn 50k được lì xì 40k . ok em ổn,5
"mấy bạn nào có ý định tổ chức sn nv thì tém tém lại síu đi , nếu thích tổ chức sn kiểu nv ở đâu cũng vậy khi ra về làm ơn bo cho nv dọn phòng đó 200 300k gì đó cho có tình người síu nha 😂",1
per coi phim này chắc chết luôn trong rạp,3
"nó quan tâm mày thì mày đừng vội mừng là nó thích mày , nó chơi chán rồi nó bỏ thôi .",1
dân chơi nhìn cái biết ngay 🤣🤣,2
phá làng phá xóm,1
t nhận ra mình đã sai,5
30s mặc niệm bắt đầu ...,5
mặc váy kìa . thời trang ? hiện đại quá,6
con thương ông quá,5
nhìn mặt con chó tội vãi,5
tu mà không dám cao đầu mà sau gọi là tu còn dám súc phạm vong linh người khác bà này là súc vật,1
biết ngay anh per lại mượn đầm của vợ :)))),2
đắt hơn sân bay luôn,6
cmm lộ hết thông tin của người ta,1
đã nguy hiểm vậy sao không hủy mà bán 0 . 0,3
bán không thu thuế luôn à,6
t chỉ thấy tình yêu của tao nó tan vỡ thôi,5
per :)))) buồn cười vãi,2
thế 1 đứa con trai bỏ thời gian ra nói chuyện thân thiết với 1 đứa con gái không phải là nó thích con đó thì có con cặc nó làm vậy,0
chưa khi mô biết cảm giác đi nhởi trung thu với người yêu như răng,5
móng này móc cua thì đỉnh 😹,2
có mưa cảm giác như được sống lại :))),2
mà nó đéo ' quan tâm thì càng đừng nghĩ nó thích mình nha :vậy,1
vợ dùng phá quá nên boss mới thế 🤧🤧🤧,4
haha biết ngây mà,2
bể mẹ cái kính cường lực mới dán :#,5
dù đúng hay sai cũng đừng bao giờ cãi nhau với con gáo đến cuối cùng mày vẫn sai .,4
"cần gì xa hoa đâu , thế này là hạnh phúc , thấy thương và ngưỡng mộ ông bà quá",2
sao nhanh như chớp vậy được,6
nhỏ không dạy để lớn lên làm đĩ à ? phụ huynh kiểu gì thế ?,0
thằng kia làm nhẹ nhẹ thôi nhé .,4
no ́ xâ ́ u tao thi ̀...,1
thế là đã phần nào đoán được kết quả cuộc gặp tại hà nội,4
bạn đã hiểu nổi khổ của mario khi mua vui cho bạn chưa :)),5
cái đất nước này loạn luân mẹ hết rồi :))),1
"ôi zồi ôi , nhìn cái mặt của ẻm kìa , yêu ghê :))",2
phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê :))),4
per haha bữa 3 đứa mới phong trào xong,4
mốc từ trong trứng,4
"truy tố ra tòa chứ phạt hành chính gì ??? lừa đảo có tổ chức số tiền trăm tỷ , thêm tội truyền bá mê tín dị đoan ... 👎👎👎",0
xem tới đây dume ứa nước mắt 😞,5
toàn “ nam thanh nữ tú ” mở mồm ra nói hay như sách giáo khoa . hành động thì như con c ..,0
thân là người yêu mình mong cậu có thể giống được như đôi mặc áo nâu ❤️,2
😑 sao cái kết gì mà buồn vậy,5
cô ơi nhiệt tình là tốt nhưng bản thân phải an toàn trước 😗,4
"nói mưa là mưa v chời , tôi còn đi chơi đi học nữa mừ .",5
"1 vị đắng của mưu sinh , 1 vị ngọt của hạnh phúc gia đình",4
per xinh nhỉ :)) ngày xưa cũng xem phim này mà không để ý có cả bả,2
"bởi đây là lý do tao không muốn xem điện thoại người yêu , nếu không nó xanh cỏ lâu rồi 😑",1
còn gì hạnh phúc hơn trong cuộc sống này ♥️,2
ai cũng từng bị bố mẹ chửi mắng . em ấy cũng vậy . là người lớn chúng ta lắng nghe và chia sẻ . nhiều người già rồi mà phát ngôn xấc xược láo toét mất dạy không thể chấp nhận được . chả bằng được cái đứa con nít còn tỏ vẻ ta đây,0
thớt làm chị mà ích kỉ vãi ...,1
mấy thanh niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy 😂😂😊,1
tuổi thơ của tôi =)),2
việt nam cái gì cũng có thể ăn được,4
per đang ăn mà sao cứ chỉa trym vô hoài z khắm s ăn 🙂,1
khóc muốn rơi cả mắt,5
kích thích vãi,2
ám ảnh thật sự,3
per huhu em không biết phải đi xem phim với ai nữa 😭,5
per gần nhà c ơi . hic hic,5
"tại cái gậy thôi , còn đâu là vẫn đẹp",4
"cái thằng adim này mày xàm quá oy đấy , biến khỏi trang tao nhé",0
đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết :((,0
nhờ cái bếp như này . mà hồi nhỏ tao suýt đốt cả nhà và bị chửi đó :((,5
"hốt về cháu có bón được cơm , mớm được sữa cho nó mỗi ngày không ?? nó chơi game cháu có rửa chân bón cơm để nó chơi nốt ván không ???? mai cô ship tận giường nuôn",1
đọc tin nhắn đầu thấy cay cay ngay mũi,5
per người yêu công sở nè 😂😂,2
vậy là hên rồi,2
per chiều anh bắn chưởng để em quay nhé,4
per nghe chưa nhân viên mới ... kk,2
ngáo nó có cắn đâu ??????,4
dị ứng với kiểu nhắn tin riêng tư mà cả thế giới đều biết,1
cười ỉa 😂😂 thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ họng,2
"em rất duyên , và có khiếu hài hước , nhìn mặt em thôi là chị đã muốn cười , ba mẹ chửi mà vẫn vui tươi như vậy thì đáng khích lệ mà , sao nhiều người bình luận nặng lời thế không biết , chỉ là vui thôi mà",1
"má nó , mặc dù không có ý kì thị nhưng dume cảnh 2 thằng hôn nhau buông nôn vãi",1
per lên lịch hẹn hò nhanh,2
không biết chuyện gia đình người ta nhưng nhình mặt bà cũng thảo là thấy không có cảm tình ngay từ đầu .... mà nhờ bài viết này mới biết king coffee là của bả ... phải công nhận là nó uống dở thiệt .....,1
nóng thế này cái thứ mày cho cũng không ăn,1
tiếc quá ! nguyên nhân,5
ấm lòng vãi huhu,2
thế không tính vậy thì muốn cái bệnh viện thành mẹ cái bãi giữ xe à :)),0
ngầu vãi lìn luôn á :))),2
giờ tao mới hiểu được hết những gì mà trước đây đọc bình luận tao đéo ’ hiểu 😂😂😂,2
"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 500d .",2
tôi khóc lun ... huhu,5
má như người yêu ??,2
t chưa được rơi vào hoàn cảnh này nên cũng không biết nữa,4
thề chứ .. phim nay xem đi xem lại không thấy chán ... vẫn như mớinxem vậy,2
không biết vì sao họ vẫn cười nhưng mình thì khóc ...,5
cho đi luôn bớt lo,4
đoạn phim thôi mà ý nghĩa thế,6
"lông xấu , không mượt bằng con ngu kia được",1
"cái này gọi là truyền thống , không thể nói là quên được",4
"đấy ... y đâu cần phải to tác , phải gào lên cho cả thế giới biết .",4
per haha sao tôi nghĩ tới em liền luôn á,2
chưa chia tay nữa mà còn khó đây,4
thế đéo nào nó lại kẻ dưới đấy nhỉ,1
oai đéo gì cái trêu gái :),1
mình nghĩ bà thảo chiếm được công tình yêu là sẽ bán ngay cổ phần cho đại gia bên thái lan nào đó .. mong là chuyện này không bao giờ xảy ra,4
lâu lâu lại mong mất điện để nấu cơm rác . nk mát 1 tí . chứ cứ 42 độ có mà khỏi ăn,4
tội nghiệp thằng bé :)))) chúng mày bốc đâu mấy cái thẻ hay thế ??? :v,5
áp dụng với đứa yêu mày thôi nha,4
chời má . ngọt chết tao rồi :)))))),2
"per đó là lý do tại sao em luôn nói với anh , có gì cũng phải nói ra",3
"phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác .",0
xài vietcombank sinh nhật cũng không được chúc luôn :((,5
hôm đấy bổn cung về quê báo hiếu cha mẹ .,2
chỉ có được cái chữ đẹp . hihihi ...,2
trời má cute vãi lozzzz,2
là do bản thân tao ngu thôi,5
cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn,0
không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y như là mất tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭,2
nhân quả đến sớm lắm . đăng lên làm gì :))),4
nhìn cái bà này tôi chỉ muốn xoạc bà 1 cái . sao bà không là con trai nhỉ . ông trời quá là trêu người rồi,5
cho dù em có dành được bao nhiêu học bổng đi chăng nữa nhưng mãi mãi em sẽ không thể có được tôi 😅,2
đã xem 2 lần bộ phim này 😁,2
"ôi vãi , mày thật bất hạnh vì có lũ bạn như thế",5
"đây là tây chứ mấy thằng việt nam như này , đảm bảo kêu ngáo đá :vậy",1
xin lỗi đây mình vẫn nấu nhé,2
bỏ quên não đó chứ đâu phải rác 😂,1
"phim này quá hay . xem đi xem lại mãi không chán . đặt tay lên ngực "" mọi chuyện đều ổn "" câu nói kinh điển",2
"thôi xong , biết thế tém tém lại .",3
"gym thì liên quan cặc gì đến bede , tuy gym nhưng người ta còn siêng tập nặng hơn mấy tụi bây nhé",0
mình bình luận chủ yếu muốn khoe mình là fan cứng thôi :)) các bạn không cần để ý,2
bất cái con cặc . 21 cái trung thu tao vẫn 1 mình . tao có thấy bất hạnh đâu . khẩu nghiệp,0
số tao không được ăn uống mà :((,5
rửa bát cũng được nấu cơm cũng được giặt quần áo cũng được miễn là có ba mẹ vợ con là được . làm gì cũng được,4
dume cho vào bảo tàng làm lồn gì -.- nhà khoa hc đã nghiên cứu sừng tê giác như móng tay của bạn thế sao không đem về mà chữa bênh đụ má rảnh ghê :((,1
cô quét đi cô cho cháu hốt về với =))),2
"tránh xa nó ra , nó ngáo đó , 8h sáng mà nó đòi đi ngủ là hiểu rồi",1
hỏi nhiều nó lại cho vào đối tượng truy nã 😏,4
per nhớ lại vẫn còn tức á cái lol mẹ,0
lo tương lai bị bỏ rơi của chú đi :vậy,4
và sếp tốt có thể giúp ta vui vẻ từ sáng thứ hai cho đến tối chủ nhật 😀,2
lại tạo điều kiện cho mấy chị fa vào thả thính . :)),2
muốn nhai luôn cả trái đất,0
"per lại nhớ chiều nay , buồn cười sấp mặt luôn . :v dù mệt nhưng ngày nào tan làm cũng muốn được đèo đưa đi ăn kem , ăn đồ chua , ăn miến trộn như hôm nay cerrrr :v",2
không ngờ tin nhắn riêng tư cũng phải kiêng nể nhắn tin để lỡ có bị chụp vẫn thấy chả sao,3
tao cũng ước mình có 1 tình yêu như ông bà ❤,2
đau đớn quá sao phải tham mấy đồng tiền đó nhỉ,5
quả này lại là nhà dột từ nóc rồi ;((,1
"mong là chuyện không có thật , chứ có thật thì đau lòng vãi ra 😪😪",5
per nguy hiểm luôn rình rập xung quanh chúng ta :((,3
trắc đấy là nyc của nó 🤣,2
đừng hỏi tại sao giới tính cứ bị bẻ cong,4
khóc hết nước mắt 😞😞,5
đúng là chó cậy chủ mà 🤣,1
chấp nhận đi mày .. chửi gì dữ vậy ..! mỗi người mổ việc mà ... nếu không thích thì kiếm việc khác mà làm ..,1
":))) ở đoạn đó hồi năm nhất tao "" được "" họ lấy 100k , vì sáng sớm đem duy nhất 100k trong túi , thế là nộp luôn :))))",5
per đọc nhầm con nhện thành con gián :)) thật khó hiểu,4
may mà bà già bảo năm hạn đừng đi chứ không hạn thật,4
cái giống mắc zại nhất từng thấy :)),1
bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vào . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn này bắn cmm nó đi . quá là ác,0
đéo có não à,1
"không biết bác dạy ra sao mà đến nỗi . còn tao dạy nhận tiền mặt , dạy 10 ngày là phụ huynh trả luôn tiền tháng đó chứ không có nhập nhằng gì hết",1
"thực ra bị bóc trên mạng thì thường là bẩn thỉu , không phân quê quán",4
ôi không đọc được bài của chị thì em vẫn tin tưởng cái group đấy lắm,1
"tính ra là 1 cuộn keo 2 mặt sẽ giải quyết được moiij chuyện =)) , cơ mà ý thức như lồn thật :v",1
"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê thế",1
khổ thân các cháu,5
"nước bẩn quá , toàn rác !",1
chỉ những người độc thân thôi,5
nhìn cái muốn cong :d,2
"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà",1
"t đợi cái post về loài hãm lòn này lâu lắm rồi nhá . dcm nhìn ngốc nghếch thế thôi mà dữ lắm luôn , có lần tao cúi xuống cầm gậy đuổi nó vào chuồng mà nhân lúc tao sơ hở rón rén đến suýt táp vào đít tao . lúc ấy sợ tụt lòn vì chỉ còn có 2 bước nữa thôi là nó đớp gọn tao rồi .... có hôm tao vừa ngờ nghệch ra vườn hóng mát thì cả đàn , cả đàn nhé . dí tao chạy quanh vườn , con nào con nấy vênh cổ lên chạy theo tao . nhờ nó mà suýt chút nữa tao chết vì đau tim ....",1
ly hôn cũng phải hoành tráng chứ .. còn phải làm to hơn kết hôn mới được 🤣,2
mèo nhìn dễ thương mà ác vãi < 3,1
dễ thương vậy chời,2
bạn gái trong ảnh lưu hình gửi cho công an xã chết con mẹ bọn nó đi :))),0
các bạn buồn cười vãi cả đái . người ta đỗ ở đường chứ có phải trong nhà bạn đéo đâu mà nhặng lên .,1
ngu chưa . đăng lên để rồi bị chửi,1
nhìn con bé thấy cưng ghê chị ơi,2
per anh bạn tồi nhất quả đất này,1
cho ̣ c mù mắt tao đi 🤣🤣,1
đồng đội chơi tốt quá hahaaa,2
kinh vãi,3
lợi ích của việc không nghe lời vợ ??,4
cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà lầu xe hơi thì lấy ở đâu ???????? không phải đùn đẩy .... cho về hết bọn nó mới hết không tìm ra nguyên nhân .... không có sao phụ huynh dám nói ....,0
"phải nói là hài tàu hay thật đấy , luôn li kì và khó đoán kết quả , ý nghĩa thì thâm sau . hihi thích rồi đó",2
giờ lắm bọn biến thái thế,1
chị đầu tiên buồn v :((,5
trời ơi tao chóng mặt quá đi :((,5
"đúng kiểu tham lam mà tài năng thì có hạn , miệng thì bảo sợ ông vũ làm sạt nghiệp trung nguyên nhưng bản thân trước đó lại làm lỗ của công tình yêu 1700 tỉ , mụ đàn bà mặt dày",1
có tay mà người bị cụt tay . ko bao giờ sử dụng bàn tay đó . ngu trở lên nổi tiếng .,1
dume đồng nghiệp gặp hlin thì chỉ muốn nghỉ thôi,0
ko nghe lời vợ mới là mấu chốt :),4
"nói bao giờ cũng dẽ hơn làm , mà mặt 2 đứa này nhìn như mất mẹ dây thần kinh gì đấy",1
"sản phẩm tốt đấy , có tính ứng dụng cao",6
nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi hiền hana,1
"tao cưới rồi , cưới nữa cho vợ tao chém tao chết à",3
"tuyệt vời , chỉ cần họ thấy vui và hạnh phúc",2
ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ .? quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu ..?,1
cẩn thận mày lại có cháu sớm 🤣,2
yêu hay không yêu không yêu hay yêu nói 1 lời 😂,2
tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ????,2
"thật sự mình rất thích bạn này , xem phim mỗi tập cứ canh đúng cảnh có bạn ý , dễ thương quá 😗😚😚😚😚😚",2
bọn ngáo này mà cũng có người sợ nó nữa hả,6
em đã bao giờ nghĩ đến mối quan hệ đồng tính ?,4
"từ khi lấy vợ , làm vlog thiếu muối hẳn huhu",5
nhưng đứa bạn thân đều là lũ khốn,1
"vợ người ta chưa bao giờ làm tôi thất vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc đời rồi vẫn chưa tìm thấy 😓",5
hỏi nhây khiếp,1
có tiền sẽ thấy các vị gọi là thượng hạng còn không tiền sẽ chỉ thấy vị mặn của mồ hôi + nước mắt,5
nước biển sao đục quá nhỉ,4
"người đàn ông ốm đau nói với vợ mình :” ở lại với anh ” rồi cầm tay bà . đó là tình yêu , vỏn vẹn 20 năm ngắn ngủi . tình yêu bố dành cho mẹ",2
con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy,0
hy vọng mọi điều tốt đẹp sẽ tới,2
t cũng buồn lắm chớ bộ 😓😓,5
t đã thử rồi mà dume vẫn la :)))),5
ý thức tồi,1
"má , sờ mông có cái mà táng bố ..??",0
trò này cũng nguy hiểm chết người đừng đùa theo mà mang họa,3
nhìn cái mặt cưng vãi,2
sáng kiến hay đỡ bao nhiều tiền để tiêu hủy,4
đéo có lol gì là buồn cười,1
"per tiền bạc là phù du , quan trọng là tình nghĩa",4
k tiền cạp đất mà ăn ah @@,4
thứ thiếu ý thức ... nhưng lên mạng thì dạy người khác,1
có mà thần kinh hơn ấy 😑😑😑,1
đéo hiểu chó hay người .,1
đau chán riết quen có cái lol gì phải than vãn :)),1
một bộ phim rất đáng xem !!,2
"đâu phải có tiền muốn làm cha ai thì làm , gì cũng vừa phải thôi . ý thức từ nhỏ không được dạy dỗ cẩn thận",1
mấy lần đi ngang hết hồn,3
"anh giờ thích ai rồi , không còn giữ câu nói trước kia nữa đâu nhỉ . ừ gần 1 năm rồi cơ mà :((",5
công nhận già thật,4
"hà nội làm con người ta trở nên nhỏ nhen và bon chen , luật thi áp dụng như cứt nó chỉ giành cho người có tiền và có quyền",1
chán vãi dạo này ngủ sớm quen :))),1
"hồi nhỏ hay bị ngỗng rượt , vừa chạy vừa khóc la 🤣🤣",3
lại mưa 😞,5
bố mấy con trẻ trâu :)) tưởng thế là hay :)))),1
chả có tiền mua 😩😩😩,5
đề nghị admin xóa bài đi ạ . chứ bố mẹ em sắp đi chợ về rồi ạ :(((,3
sao mày không ngủ chung với cả mẹ mày và em mày ?,4
haha con mấy cái video toàn đóng vào mỏ nhau không . cười tụt quần 🤣,2
thế đéo nào lại ra được nhỉ ??,6
vẫn là chính sách trên giấy tờ,4
sớm muộn củng chết đuối à ;))),4
bức ảnh xuất sắc ❤️,2
việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn,5
ủa mắc gì gỡ fan cứng của em ? huhu,5
"ai cho mình xin tên phim với , mình không xem được 😢",5
tao đang đọc cái lol gì đây :)) sao lại thành truyện giáo dục rồi dume,6
mặt ô kia khát nước nhìn buồn cườ thế 😂😂,2
tao bị bỏ rơi rồi,5
tao nhìn tao thấy ghê vcd ấy 😂😂,3
cậu nhỏ có tăng lên không 🧐,4
"bạn trai tao cắt tóc xong cái đầu như cái đầu buồi , không lệch vào đâu được 🙂",1
bây giờ gọi hành hiếmkkk,2
chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa ?,5
người yêu mày cắt tóc hay là đi đầu thai lại thế ???,6
sự thật thì cố suy nghĩ vui vẻ hạnh phúc mà trong túi không có tiền chỉ sợ đất cũng không có mà ăn,5
tao tháy gái nguy hiểm vãi,3
"chạy tới đưa đồ cho nó , trượt chân té sấp mặt luôn",4
hẳn là con số đẹp 😍😍😍,2
còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng,2
tao còn không dám ăn nói chi ruồi .,3
sợ vãi linh hồn,3
có thì tốt nhất đừng có giận vì ngoài kia bất cứ thằng nào cũng sẵn sàng dỗ dành bạn gái của bạn 😋,3
bốc phốt khách thế không sợ mất khách à bác ??,4
ừ mỗi lần thế lần buồn kinh lắm mày ạ,5
lâu lắc chưa xem lại !!! 😳. một bộ phim vừa ý nghĩa vừa hài hước ! 👍,2
"gắng , nhanh khỏi bệnh rồi về bên anh",2
đề này đối với lực học lớp 9 đâu có khó . cẩn thận chút là được,4
nghe bài này đau lòng quá mà,5
má . đang định đi chụp :((,3
ai muốn tránh đường đông hỏi người dân đường trong núi nhé !,4
"những hành động đẹp , đáng được trân trọng , và sẽ được lan tỏa ở mọi nơi , thật tuyệt vời 😍",2
vào siêu thi mua ghế masage chạy điện ra mà ngồi cho chúng nó choáng ! vừa đỡ mỏi chân lại khỏe người !,2
"tao nói té 1 cái không dập mề thua gì cũg thua , trĩ nội trĩ ngọai nguyên chùm =)))",3
năm sau nữa quyết định nằm cho đỡ đau lưng 😁😁,4
bé xinh quá,2
bài hát đầu tiên của phim là gì nhỉ quên mất rồi . bạn nào thông não cho mình phát,4
đây là trẻ ghé chứ gì nữa ~~~,1
"t chẳng muốn phải nói "" suýt nữa thì .."" một lần nào nữa trong đời của nhau nữa đâu ... vì vậy sẽ trân trọng khi người tới .",5
per cái đoạn vén tóc là quen lắm nhá . thích lém ý,2
"thề , phim này xem đi xem lại gần chục lần . 😄",2
phim chuẩn chưa này =)))),2
"per thì mấy ông nhậu bắt sạch , còn đâu mà phá hoại",4
ô .. còn lâu lắm ...,4
đã năm 2000 . người ta cho mượn 200 tr rồi .. từ đó về sau nhà người ta có cần 25 tr / tháng hay không ???,4
"tao cũng như mày đây . không sao cả , hãy tự hào vì tên mày vẫn rất đẹp",2
cho nó đỗ tí mất gì đâu,4
người ta nói ngu thì chết có gì sai ?,1
dễ thương vậy,2
chắc chưa :))) si nghĩ kĩ lại đi,4
má con đĩ mèo nó đanh đá thế,1
"từ nay sẽ không cap màn hình ib nưa , thật tội lỗi tội lỗi",5
t chỉ muốn khoe là tao vẫn được nghỉ 1 tuần nữa =))))),2
biết chứ dã từng sài,4
ấn tượng vãi :v bàn tay vàng trong làng vẩy khế :v,2
thích quá mấy má ơi ! @@@,2
không ngon như lần trước nữa,1
mặt thái độ vãi,4
cũng muốn kết hôn lắm mà đến giờ vẫn chưa có người yêu 😭,5
sẽ hấp dẫn hơn khi dưới sông có cá sấu :)) lót dép hóng,2
xem nà ra chiêu nà gẫy cây nà sấp mặt luôn nà 😂😆,2
"per nhà giáo áp lực quá nhỉ , giống làm dâu trăm họ .",3
"bọn giết người không dao tử hình cái thằng cung cấp thực phẩm bẩn vào trường , những đứa liên quan còn lại cho vào tù hết .",0
tao thấy đéo có cái gì để tao cầm được cơn cười cđcm nó ! :)),2
gần 10 năm rồi coi đi coi lại cũng gần 30 lần . nhớ !!!,2
phụ nữ ngày xưa toàn cực phẩm :v,2
xoá sổ toàn phần cơ sở cung cấp thức ăn khốn nạn này bằng cách cho chúng mỗi đứa một mũi tiêm thuốc độc . còn hiệu trưởng các trường bỏ tù vĩnh viễn .,0
tử hình cái bọn giết người hàng loạt này đi,0
pháp luật là bạn của nó rồi anh ah vì quen anh anh chị b trên quận ah nên em cũng sợ lắm ah :-(,3
"biết có người binh mà mới chửi lại đó , con hư tại mẹ thui",1
chị khổ mấy cô giáo viên giám đứng ra tố cáo . sau này bị làm khó hoặc trả thù,5
trời trời ! như là nói lên nỗi lòng của thẩm phán vậy :)))),4
má tao xem mà lo thằng quay phim tét không à ? có ai như tao không ?,3
đm rơi mẹ điện thoại xuống đất 🙃,4
mới gọi điện thoại xong mới cười với tuii xong heheh anh đáng yêu vãi,2
bướng vừa vừa kiểu đáng yêu chứ mà lồng lộn thì thôi làm bà nội chứ yêu đương đéo gì,1
vâng với 1 pha chống gậy tinh tế anh đã làm cho người xem 1 sự bất ngờ,6
evn nó đéo thích đâu nhé .. nó chỉ giả vờ lươn lẹo nói thế thôi ..!? 😁😂🤣,1
ông tổ của những cái sừng là đây sao ??? 🤣,6
